title,vintage,winery,style,variety,denominacion,price,designation,aging_1,region,description,points
Pittacum 2012 La Prohibición Garnacha Tintorera (Vino de la Tierra de Castilla y León),2012,Pittacum,Red wine,Garnacha Tintorera,Castilla,45.0,La Prohibición,No Aplica,Vino de la Tierra de Castilla y León,"An opaque black color and gritty aromas of toast and tar announce a dense, saturated, warm-vintage Garnacha Tintorera that's pumping with herbal blackberry notes. A pinching, tannic finish is a bit abrasive, while this tastes of peppery black fruits, while the savory, oaky finish with stewed, gamy notes is intense. Drink through 2020. ",91
Legaris 2011 Calmo  (Ribera del Duero),2011,Legaris,White wine,Tinto Fino,Ribera del Duero,110.0,Calmo,No Aplica,Ribera del Duero,"A dark, smoky nose with Bourbon barrel richness and concentrated black fruit aromas leads to a strict palate that's tight as nuts and bolts. A dark, smoky flavor profile is driven by toasty oak, while dark chocolate comes in on the finish. Drink through 2027. ",91
Bodegas Olarra 2015 Summa Reserva  (Rioja),2015,Bodegas Olarra,Red wine,Tempranillo,Rioja,68.0,Summa Reserva,Reserva,Rioja,"Black-plum and cassis aromas include an exotic spice note akin to cardamom. In the mouth, this is smacking and dense. Baked black-fruit flavors include notes of black coffee, cocoa and burnt toast. On the finish, this stays chocolaty in flavor and comfortable in feel. Drink through 2026. ",91
Bodegas Riojanas 2015 Viña Albina Reserva  (Rioja),2015,Bodegas Riojanas,Red wine,Tempranillo Blend,Rioja,23.0,Viña Albina Reserva,Reserva,Rioja,"Slightly desiccated aromas of prune soften toasty dark-fruit scents. This Reserva from a warm vintage is tight and braced by red-fruit acidity. Plum and raspberry flavors are spicy like a fine Rioja should be, while this finishes with integration and a firm texture. Drink through 2025. ",91
Bodegas Tobía 2016 Alma Tobía Blanco Fermentado en Barrica White (Rioja),2016,Bodegas Tobía,White wine,White Blend,Rioja,45.0,Alma Tobía Blanco Fermentado en Barrica,No Aplica,Rioja,"Oak and more oak is the greeting on this not so subtle barrel-fermented white Rioja. A full palate is lively under a resiny surface, with kicking acidity. A peppery spice flavor tops apple and stone fruit notes, while this is long, toasty, creamy and intense on the finish. Drink through 2030. ",91
Viña Otano 2016 Crianza  (Rioja),2016,Viña Otano,Red wine,Tempranillo Blend,Rioja,17.0,Crianza,Crianza,Rioja,"Nicely presented plum and cherry aromas come with touches of malt, molasses and oak. A fresh and balanced palate is lively and fairly generous, while this tastes of berry, plum, light oak and earth notes. Spice and vanilla flavors carry a steady finish. ",91
Vinos de Arganza 2015 Viña Século Mencía (Bierzo),2015,Vinos de Arganza,Red wine,Mencía,Bierzo,24.0,Viña Século,No Aplica,Bierzo,"This Mencía smells more ripe than fresh, with aromas of prune, raisin and spice cake. A jammy palate is a touch overweight, while mocha, spice, raisin and cassis flavors finish rich and chocolaty. Drink now for its ripe friendliness. ",91
Bodegas Olarra 2016 Cerro Añon Crianza  (Rioja),2016,Bodegas Olarra,Red wine,Red Blends,Rioja,16.0,Cerro Añon Crianza,Crianza,Rioja,"Blackberry and plum aromas are steady and composed, while this is deep but choppy and a bit tough on the palate. Plum, currant and spice aromas form a serious set of flavors, while this tastes of spiced raspberry and rhubarb on a tight finish. Drink this Tempranillo blend through 2025. ",91
Bodegas Olarra 2015 Era Costana Reserva  (Rioja),2015,Bodegas Olarra,Red wine,Tempranillo Blend,Rioja,20.0,Era Costana Reserva,Reserva,Rioja,"Aromas of cherry, vanilla, oak grain and spice are straight from the Rioja recipe book. A tight, pulling palate is healthy yet tannic, while this tastes of plum, cherry, vanilla and cocoa prior to finishing with red-plum, mocha and savory notes. Drink through 2026. ",91
Bodega Carmen Rodríguez 2015 Carodorum Crianza  (Toro),2015,Bodega Carmen Rodríguez,Red wine,Tempranillo,Toro,49.0,Carodorum Crianza,Crianza,Toro,"Blackberry-jam aromas are full, flush and lush, but not what you'd call complex. A choppy lively palate with bruising tannins isn't shocking for Toro, while this tastes of ripe black fruits, mocha and chocolate. Despite having massive tannins, this Crianza finishes just smooth enough. Drink through 2024. ",91
Olivier Rivière 2015 Gabaxo  (Rioja),2015,Olivier Rivière,Red wine,Red Blends,Rioja,25.0,Gabaxo,No Aplica,Rioja,Spiced plum and cherry aromas get this live-wire Rioja going. A clawing palate with rubbery tannins needs time to settle. Toasty flavors of black fruits and oak finish with a rubbery texture due to drying tannins. Give this more time; drink from 2018–2028. ,91
Bodega Carmen Rodríguez 2015 Carodorum Issos Crianza  (Toro),2015,Bodega Carmen Rodríguez,Red wine,Tempranillo,Toro,35.0,Carodorum Issos Crianza,Crianza,Toro,"Leathery berry aromas include exotic notes that stir interest. This feels choppy but also lively and balanced. Cassis, blackberry and plum flavors finish steady. With plenty of ripeness and depth, this manages to show complexity along with elegance. Drink through 2020. ",91
Cellers Baronia del Montsant 2010 Clos d'Englora AV15 Red (Montsant),2010,Cellers Baronia del Montsant,Red wine,Red Blends,Montsant,30.0,Clos d'Englora AV15,No Aplica,Montsant,"Rich aromas of coffee, mocha, tobacco and formerly ripe but now dried berry fruits are highly appealing and shout quality. A rushing palate is full of acidity and unresolved tannins, while vanilla notes soften core cherry and plum flavors. A racy, amped finish suggests that this still has some years to go; drink through 2022. ",91
CVNE 2015 Real de Asúa  (Rioja),2015,CVNE,Red wine,Tempranillo,Rioja,131.0,Real de Asúa,No Aplica,Rioja,"This wine's black fruit aromas are smoky with chocolaty oak and animal notes. On the palate, severe, citrusy acidity narrows down its savory plum, wood and lemon flavors. With so much youthful oak and acidity, it's wiry and angular now. Drink from 2020. ",91
Licenciado 2013 Reserva  (Rioja),2013,Licenciado,Red wine,Tempranillo,Rioja,50.0,Reserva,Reserva,Rioja,"Initial oak-driven aromas of grilled and smoked meats don't allow for much fruit expression on the nose. A jammy, plush palate is solid but not too hard or tannic. Spicy, toasty flavors of plum, raisin and licorice expire with mild heat and burn on the finish. Drink through 2032. ",91
Astrales 2015  Ribera del Duero,2015,Astrales,White wine,Tinto Fino,Ribera del Duero,75.0,,No Aplica,Ribera del Duero,"Roasted blackened aromas of berry fruits and black currant are a touch rough and could use more time to settle. A crisp snappy palate is intense, angular and showing grainy hard tannins. Spicy woody flavors of clove and campfire are intermixed with plum and berry fruit, while this feels lively, acidic and a bit fiery on the finish. Drink through 2030. ",91
Godelia 2012 Mencía (Bierzo),2012,Godelia,Red wine,Mencía,Bierzo,19.0,,No Aplica,Bierzo,"Potent earthy cherry and animal aromas are neither too pushy nor overbearing. This is quite full and concentrated, with a ripe-fruit mix of black plum, blackberry and chocolate flavors. Chocolaty oak is even more out front on a deep finish. Drink through 2024. ",91
Balbas 2009 Ardal Gran Reserva Selección Especial  (Ribera del Duero),2009,Balbas,Red wine,Tempranillo-Cabernet Sauvignon,Ribera del Duero,80.0,Ardal Gran Reserva Selección Especial,Gran Reserva,Ribera del Duero,"Baked raisiny aromas of spice cake are almost overdone. Like many 2009 RDDs, this is huge, tannic and massive as a whole. A woody flavor profile includes earthy jammy berry fruit, while this is heavy with campfire notes on the finish. This is 80% Tempranillo and 20% Cabernet Sauvignon. Drink through 2023. ",91
Bodegas Fariña 2011 Gran Dama de Toro  (Toro),2011,Bodegas Fariña,Red wine,Tempranillo Blend,Toro,60.0,Gran Dama de Toro,No Aplica,Toro,"This massive heavily oaked blend of 94% Tinta de Toro and 6% Garnacha smells like a cross between café mocha and a sawmill, with baking spices thrown in for good measure. The palate is rough and tannic, while oaky flavors of clove dominate blackberry fruit. On the finish, more clove is apparent, while the tannic clamp is severe. Drink through 2024. ",91
Alta Alella 2012 Privat Opus Evolutium Gran Reserva Brut Nature Sparkling (Cava),2012,Alta Alella,Sparkling,Sparkling Blend,Cava,46.0,Privat Opus Evolutium Gran Reserva Brut Nature,Gran Reserva,Cava,"Lime and mineral aromas drive the nose on this fairly full-bodied brut nature from a warm vintage. On the palate, this is balanced, with bubbles absorbed into the wine's fabric. Up-front salty notes are backed by briny apple, nectarine and yeasty flavors, while this is sophisticated and fairly complex on the finish. ",91
Agustí Torelló Mata 2013 Reserva Brut Rosé Trepat (Cava),2013,Agustí Torelló Mata,Rosée,Trepat,Cava,38.0,Reserva Brut Rosé,Reserva,Cava,"Dry yeasty aromas control the nose on this moderately sophisticated rosé that's made entirely from Trepat. In the mouth, this is solid but not thick. Dry peach and nectarine flavors are clean and finish with just enough girth to chew on. ",91
Val Sotillo 2014 Crianza  (Ribera del Duero),2014,Val Sotillo,Red wine,Tempranillo,Ribera del Duero,29.0,Crianza,Crianza,Ribera del Duero,"Despite the fact that 2014 was a problematic vintage in Ribera del Duero, this crianza is showing the right stuff. Earthy black fruit aromas push up against stewy, while this feels flush, with grabby tannins. Savory black plum and blackberry flavors are mildly oaky, while firm tannins frame finishing baked black fruit and oak spice flavors. ",91
CVNE 2015 Viña Real Reserva  (Rioja),2015,CVNE,Red wine,Tempranillo,Rioja,35.0,Viña Real Reserva,Reserva,Rioja,"Earthy berry and plum aromas come with patented Rioja side notes of vanilla and tobacco, while this reserva from a warm but top-notch vintage feels dry and slightly choppy. Roasted, gamy plum and berry flavors show some buttery oak, peppery notes and a leafy accent in front of a meaty finish touched up by lemony hints. Best from 2020–2024. ",91
Marqués de Murrieta 2014 Capellanía Viura (Rioja),2014,Marqués de Murrieta,White wine,Viura,Rioja,30.0,Capellanía,No Aplica,Rioja,"A lucid light gold color suggests elegance, as does a pure nose controlled by lemon aromas and oak grain. In the mouth, this Viura is lemony, acidic and elegant. Resiny oak leads tart apple and vanilla flavors to a woody, smoky finish, while integral citric acidity ensures that this will age well through 2028. ",91
Vega Clara 2015 Diez Almendros Degusta Secreto  (Ribera del Duero),2015,Vega Clara,Red wine,Tempranillo,Ribera del Duero,30.0,Diez Almendros Degusta Secreto,No Aplica,Ribera del Duero,"Warm, slightly cheesy aromas give way to earthy black-fruit notes with baked overtones. This feels tight and firm, with healthy tannins. Black-plum and blackberry flavors are replaced by toasty blackness on the finish. Drink through 2025. ",91
Remírez de Ganuza 2008 Reserva Old Vines Unfiltered  (Rioja),2008,Remírez de Ganuza,Red wine,Tempranillo Blend,Rioja,90.0,Reserva Old Vines Unfiltered,Reserva,Rioja,"A mix of earthy berry, cassis and leather aromas sets up a grabby, rubbery palate that isn't very lush or cushioned. Flavors of roast plum, savory spice, olive and tobacco are more earthy than ripe, staying steady on a savory, roasted-tasting finish. Drink through 2022. ",91
Remírez de Ganuza 2008 Viña Coqueta  (Rioja),2008,Remírez de Ganuza,Red wine,Tempranillo Blend,Rioja,78.0,Viña Coqueta,No Aplica,Rioja,"Richly oaked aromas of maple and mocha accent earthy, rubbery berry scents. This is muscled-up and edgy on the palate, with flavors of tobacco, mocha, plum and berry fruits. A grabby, slightly collapsed finish contains earthy, savory flavor remnants. Drink through 2020. ",91
Marqués de Cáceres 2013 Reserva Especial Edición Limitada  (Rioja),2013,Marqués de Cáceres,Red wine,Tempranillo,Rioja,28.0,Reserva Especial Edición Limitada,Reserva,Rioja,"Aromas of prune, cassis and marzipan are surprisingly rich for this cold and difficult vintage in Rioja. It's full bodied and tannic, with plum, blackberry and prune flavors. Dark berry and meat notes mark the finish. ",91
Marqués de la Concordia 2010 HZ Abascal Vineyard  (Ribera del Duero),2010,Marqués de la Concordia,Red wine,Tempranillo,Ribera del Duero,50.0,HZ Abascal Vineyard,No Aplica,Ribera del Duero,"This wine's earthy, mature plum, currant and raspberry aromas are spicy and defined. The mouthfeel is marked by drawing tannins and citrusy acidity. Bold flavors of currant, red plum and cherry emerge alongside a cocoa note. Drink now–2032. ",91
Bodegas Franco-Españolas 2011 Excelso  (Rioja),2011,Bodegas Franco-Españolas,Red wine,Tempranillo Blend,Rioja,38.0,Excelso,No Aplica,Rioja,"Earthy, leafy plum and savory aromas open this vibrant, traditional Rioja with a flush but subtle palate. Its plum, blackberry and tea flavors are steady and spicy. Drink through 2023. ",91
Clunia 2014 Tempranillo (Vino de la Tierra de Castilla y León),2014,Clunia,Red wine,Tempranillo,Castilla,40.0,,No Aplica,Vino de la Tierra de Castilla y León,"Baked berry aromas come with notes of dry spices and sandalwood. A chunky palate is a touch flat and overweight, but not outright flabby or fat. Berry, black-plum and savory baked flavors finish flush and long, with chewy tannins. Drink through 2024. ",91
Casa Castillo 2013 Las Gravas Red (Jumilla),2013,Casa Castillo,Red wine,Red Blends,Jumilla,30.0,Las Gravas,No Aplica,Jumilla,"This Monastrell-led blend smells like a pot of baked beans. A compact body is solid in the center but scratchy on the edges. Toasty, briary black-fruit flavors are herbal, and the wine tastes peppery and like tomato and oregano on the finish. Drink through 2021. ",90
